ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
1110;305800;A044108;2016JJ00;0.1
1111;305800;A044108;2017JJ00;0.2
1112;305800;A044108;2018JJ00;0.3
1113;305800;A044108;2019JJ00;0.4
1114;305800;A044108;2020JJ00;0.7
1115;305800;A044108;2021JJ00;0.3
1116;305800;A044108;2022JJ00;0.0
1117;305800;A044108;2023JJ00;0.1
1118;305800;A044108;2024JJ00;0.0
1119;305800;A044108;2025JJ00;0.0
1120;320300;A044109;1990JJ00;11000.0
1121;320300;A044109;1995JJ00;11600.0
1122;320300;A044109;2000JJ00;12400.0
1123;320300;A044109;2001JJ00;12700.0
1124;320300;A044109;2002JJ00;11700.0
1125;320300;A044109;2003JJ00;12200.0
1126;320300;A044109;2004JJ00;12200.0
1127;320300;A044109;2005JJ00;12400.0
1128;320300;A044109;2006JJ00;11600.0
1129;320300;A044109;2007JJ00;11600.0
1130;320300;A044109;2008JJ00;11800.0
1131;320300;A044109;2009JJ00;10800.0
1132;320300;A044109;2010JJ00;10600.0
1133;320300;A044109;2011JJ00;10800.0
1134;320300;A044109;2012JJ00;10500.0
1135;320300;A044109;2013JJ00;10300.0
1136;320300;A044109;2014JJ00;10700.0
1137;320300;A044109;2015JJ00;11200.0
1138;320300;A044109;2016JJ00;10700.0
1139;320300;A044109;2017JJ00;10100.0
1140;320300;A044109;2018JJ00;10200.0
1141;320300;A044109;2019JJ00;11000.0
1142;320300;A044109;2020JJ00;10000.0
1143;320300;A044109;2021JJ00;10400.0
1144;320300;A044109;2022JJ00;10400.0
1145;320300;A044109;2023JJ00;10200.0
1146;320300;A044109;2024JJ00;9900.0
1147;320300;A044109;2025JJ00;10000.0
1232;320300;A044112;1990JJ00;18.8
1233;320300;A044112;1995JJ00;17.0
1234;320300;A044112;2000JJ00;10.3
1235;320300;A044112;2001JJ00;10.2
1236;320300;A044112;2002JJ00;9.9
1237;320300;A044112;2003JJ00;9.8
1238;320300;A044112;2004JJ00;9.3
1239;320300;A044112;2005JJ00;9.1
1240;320300;A044112;2006JJ00;10.1
1241;320300;A044112;2007JJ00;9.3
1242;320300;A044112;2008JJ00;8.5
1243;320300;A044112;2009JJ00;6.2
1244;320300;A044112;2010JJ00;5.6
1245;320300;A044112;2011JJ00;5.7
1246;320300;A044112;2012JJ00;5.3
1247;320300;A044112;2013JJ00;5.5
1248;320300;A044112;2014JJ00;5.2
1249;320300;A044112;2015JJ00;5.2
1250;320300;A044112;2016JJ00;5.0
1251;320300;A044112;2017JJ00;4.8
1252;320300;A044112;2018JJ00;4.9
1253;320300;A044112;2019JJ00;5.2
1254;320300;A044112;2020JJ00;4.4
1255;320300;A044112;2021JJ00;4.5
1256;320300;A044112;2022JJ00;4.8
1257;320300;A044112;2023JJ00;4.7
1258;320300;A044112;2024JJ00;4.6
1259;320300;A044112;2025JJ00;4.4
1260;320300;A044114;1990JJ00;67.1
1261;320300;A044114;1995JJ00;61.2
1262;320300;A044114;2000JJ00;33.1
1263;320300;A044114;2001JJ00;34.7
1264;320300;A044114;2002JJ00;30.3
1265;320300;A044114;2003JJ00;29.5
1266;320300;A044114;2004JJ00;32.3
1267;320300;A044114;2005JJ00;32.2
1268;320300;A044114;2006JJ00;32.4
1269;320300;A044114;2007JJ00;29.9
1270;320300;A044114;2008JJ00;25.7
1271;320300;A044114;2009JJ00;17.9
1272;320300;A044114;2010JJ00;12.7
1273;320300;A044114;2011JJ00;12.5
1274;320300;A044114;2012JJ00;13.9
1275;320300;A044114;2013JJ00;9.9
1276;320300;A044114;2014JJ00;9.7
1277;320300;A044114;2015JJ00;11.1
1278;320300;A044114;2016JJ00;11.2
1279;320300;A044114;2017JJ00;11.1
1280;320300;A044114;2018JJ00;9.8
1281;320300;A044114;2019JJ00;8.7
1282;320300;A044114;2020JJ00;7.2
1283;320300;A044114;2021JJ00;8.1
1284;320300;A044114;2022JJ00;8.6
1285;320300;A044114;2023JJ00;8.0
1286;320300;A044114;2024JJ00;6.4
1287;320300;A044114;2025JJ00;6.3
1316;320300;A044113;1990JJ00;6.5
1317;320300;A044113;1995JJ00;4.8
1318;320300;A044113;2000JJ00;3.3
1319;320300;A044113;2001JJ00;2.9
1320;320300;A044113;2002JJ00;2.4
1321;320300;A044113;2003JJ00;2.8
1322;320300;A044113;2004JJ00;2.0
1323;320300;A044113;2005JJ00;1.6
1324;320300;A044113;2006JJ00;1.7
1325;320300;A044113;2007JJ00;1.5
1326;320300;A044113;2008JJ00;1.4
1327;320300;A044113;2009JJ00;0.5
1328;320300;A044113;2010JJ00;0.3
1329;320300;A044113;2011JJ00;0.3
1330;320300;A044113;2012JJ00;0.2
1331;320300;A044113;2013JJ00;0.2
1332;320300;A044113;2014JJ00;0.2
1333;320300;A044113;2015JJ00;0.3
1334;320300;A044113;2016JJ00;0.2
1335;320300;A044113;2017JJ00;0.2
1336;320300;A044113;2018JJ00;0.2
1337;320300;A044113;2019JJ00;0.2
1338;320300;A044113;2020JJ00;0.2
1339;320300;A044113;2021JJ00;0.2
1340;320300;A044113;2022JJ00;0.2
1341;320300;A044113;2023JJ00;0.2
1342;320300;A044113;2024JJ00;0.2
1343;320300;A044113;2025JJ00;0.1
1344;320300;A051771;1990JJ00;4.9
1345;320300;A051771;1995JJ00;3.8
1346;320300;A051771;2000JJ00;2.3
1347;320300;A051771;2001JJ00;2.2
1348;320300;A051771;2002JJ00;1.7
1349;320300;A051771;2003JJ00;2.1
1350;320300;A051771;2004JJ00;1.4
1351;320300;A051771;2005JJ00;1.3
1352;320300;A051771;2006JJ00;1.6
1353;320300;A051771;2007JJ00;1.0
1354;320300;A051771;2008JJ00;1.0
1355;320300;A051771;2009JJ00;0.3
1356;320300;A051771;2010JJ00;0.2
1357;320300;A051771;2011JJ00;0.2
1358;320300;A051771;2012JJ00;0.1
1359;320300;A051771;2013JJ00;0.2
1360;320300;A051771;2014JJ00;0.2
1361;320300;A051771;2015JJ00;0.2
1362;320300;A051771;2016JJ00;0.2
1363;320300;A051771;2017JJ00;0.2
1364;320300;A051771;2018JJ00;0.2
1365;320300;A051771;2019JJ00;0.2
1366;320300;A051771;2020JJ00;0.2
1367;320300;A051771;2021JJ00;0.1
1368;320300;A051771;2022JJ00;0.1
1369;320300;A051771;2023JJ00;0.2
1370;320300;A051771;2024JJ00;0.1
1371;320300;A051771;2025JJ00;0.1
1372;320300;A044108;1990JJ00;4.9
1373;320300;A044108;1995JJ00;2.2
1374;320300;A044108;2000JJ00;2.8
1375;320300;A044108;2001JJ00;2.1
1376;320300;A044108;2002JJ00;4.4
1377;320300;A044108;2003JJ00;3.9
1378;320300;A044108;2004JJ00;3.6
1379;320300;A044108;2005JJ00;4.8
1380;320300;A044108;2006JJ00;5.2
1381;320300;A044108;2007JJ00;4.0
1382;320300;A044108;2008JJ00;5.3
1383;320300;A044108;2009JJ00;5.7
1384;320300;A044108;2010JJ00;6.3
1385;320300;A044108;2011JJ00;7.3
1386;320300;A044108;2012JJ00;5.9
1387;320300;A044108;2013JJ00;4.5
1388;320300;A044108;2014JJ00;4.7
1389;320300;A044108;2015JJ00;5.6
1390;320300;A044108;2016JJ00;4.8
1391;320300;A044108;2017JJ00;2.0
1392;320300;A044108;2018JJ00;2.1
1393;320300;A044108;2019JJ00;2.6
1394;320300;A044108;2020JJ00;2.5
1395;320300;A044108;2021JJ00;2.5
1396;320300;A044108;2022JJ00;2.6
1397;320300;A044108;2023JJ00;3.0
1398;320300;A044108;2024JJ00;2.6
1399;320300;A044108;2025JJ00;2.6
1400;346700;A044109;1990JJ00;39500.0
1401;346700;A044109;1995JJ00;47700.0
1402;346700;A044109;2000JJ00;48800.0
1403;346700;A044109;2001JJ00;52800.0
1404;346700;A044109;2002JJ00;54200.0
1405;346700;A044109;2003JJ00;54700.0
1406;346700;A044109;2004JJ00;56500.0
1407;346700;A044109;2005JJ00;55000.0
1408;346700;A044109;2006JJ00;50600.0
1409;346700;A044109;2007JJ00;52400.0
1410;346700;A044109;2008JJ00;52300.0
1411;346700;A044109;2009JJ00;52900.0
1412;346700;A044109;2010JJ00;55600.0
1413;346700;A044109;2011JJ00;51100.0
1414;346700;A044109;2012JJ00;48100.0
1415;346700;A044109;2013JJ00;47200.0
1416;346700;A044109;2014JJ00;50200.0
1417;346700;A044109;2015JJ00;54500.0
1418;346700;A044109;2016JJ00;53500.0
1419;346700;A044109;2017JJ00;49800.0
1420;346700;A044109;2018JJ00;46100.0
1421;346700;A044109;2019JJ00;44600.0
1422;346700;A044109;2020JJ00;38700.0
1423;346700;A044109;2021JJ00;40500.0
1424;346700;A044109;2022JJ00;37400.0
1425;346700;A044109;2023JJ00;28800.0
1426;346700;A044109;2024JJ00;27700.0
1427;346700;A044109;2025JJ00;31600.0
1512;346700;A044112;1990JJ00;77.2
1513;346700;A044112;1995JJ00;59.2
1514;346700;A044112;2000JJ00;48.8
1515;346700;A044112;2001JJ00;46.0
1516;346700;A044112;2002JJ00;46.7
1517;346700;A044112;2003JJ00;48.3
1518;346700;A044112;2004JJ00;42.1
1519;346700;A044112;2005JJ00;40.9
1520;346700;A044112;2006JJ00;36.8
1521;346700;A044112;2007JJ00;29.1
1522;346700;A044112;2008JJ00;24.8
1523;346700;A044112;2009JJ00;23.3
1524;346700;A044112;2010JJ00;22.2
1525;346700;A044112;2011JJ00;18.6
1526;346700;A044112;2012JJ00;17.9
1527;346700;A044112;2013JJ00;18.4
1528;346700;A044112;2014JJ00;15.8
1529;346700;A044112;2015JJ00;16.8
1530;346700;A044112;2016JJ00;14.3
1531;346700;A044112;2017JJ00;13.0
1532;346700;A044112;2018JJ00;12.3
1533;346700;A044112;2019JJ00;11.7
1534;346700;A044112;2020JJ00;10.1
1535;346700;A044112;2021JJ00;10.8
1536;346700;A044112;2022JJ00;9.6
1537;346700;A044112;2023JJ00;7.6
1538;346700;A044112;2024JJ00;7.2
1539;346700;A044112;2025JJ00;7.7
1540;346700;A044114;1990JJ00;44.1
1541;346700;A044114;1995JJ00;16.3
1542;346700;A044114;2000JJ00;14.8
1543;346700;A044114;2001JJ00;15.5
1544;346700;A044114;2002JJ00;13.6
1545;346700;A044114;2003JJ00;13.9
1546;346700;A044114;2004JJ00;10.6
1547;346700;A044114;2005JJ00;9.7
1548;346700;A044114;2006JJ00;9.6
1549;346700;A044114;2007JJ00;8.6
1550;346700;A044114;2008JJ00;6.1
1551;346700;A044114;2009JJ00;6.0
1552;346700;A044114;2010JJ00;6.4
1553;346700;A044114;2011JJ00;6.4
1554;346700;A044114;2012JJ00;7.9
1555;346700;A044114;2013JJ00;9.2
1556;346700;A044114;2014JJ00;8.4
1557;346700;A044114;2015JJ00;8.4
1558;346700;A044114;2016JJ00;5.8
1559;346700;A044114;2017JJ00;4.0
1560;346700;A044114;2018JJ00;3.8
1561;346700;A044114;2019JJ00;2.5
1562;346700;A044114;2020JJ00;1.5
1563;346700;A044114;2021JJ00;2.2
1564;346700;A044114;2022JJ00;2.2
1565;346700;A044114;2023JJ00;1.6
1566;346700;A044114;2024JJ00;1.7
1567;346700;A044114;2025JJ00;2.0
1596;346700;A044113;1990JJ00;1.5
1597;346700;A044113;1995JJ00;0.6
1598;346700;A044113;2000JJ00;0.3
1599;346700;A044113;2001JJ00;0.4
1600;346700;A044113;2002JJ00;0.5
1601;346700;A044113;2003JJ00;0.5
1602;346700;A044113;2004JJ00;0.4
1603;346700;A044113;2005JJ00;0.5
1604;346700;A044113;2006JJ00;0.4
1605;346700;A044113;2007JJ00;0.3
1606;346700;A044113;2008JJ00;0.3
1607;346700;A044113;2009JJ00;0.3
1608;346700;A044113;2010JJ00;0.3
1609;346700;A044113;2011JJ00;0.1
1610;346700;A044113;2012JJ00;0.1
1611;346700;A044113;2013JJ00;0.2
1612;346700;A044113;2014JJ00;0.3
1613;346700;A044113;2015JJ00;0.4
1614;346700;A044113;2016JJ00;0.2
1615;346700;A044113;2017JJ00;0.2
1616;346700;A044113;2018JJ00;0.1
1617;346700;A044113;2019JJ00;0.1
1618;346700;A044113;2020JJ00;0.1
1619;346700;A044113;2021JJ00;0.1
1620;346700;A044113;2022JJ00;0.1
1621;346700;A044113;2023JJ00;0.1
1622;346700;A044113;2024JJ00;0.1
1623;346700;A044113;2025JJ00;0.1
1624;346700;A051771;1990JJ00;1.1
1625;346700;A051771;1995JJ00;0.3
1626;346700;A051771;2000JJ00;0.2
1627;346700;A051771;2001JJ00;0.3
1628;346700;A051771;2002JJ00;0.4
1629;346700;A051771;2003JJ00;0.3
1630;346700;A051771;2004JJ00;0.3
1631;346700;A051771;2005JJ00;0.4
1632;346700;A051771;2006JJ00;0.3
1633;346700;A051771;2007JJ00;0.2
1634;346700;A051771;2008JJ00;0.2
1635;346700;A051771;2009JJ00;0.2
1636;346700;A051771;2010JJ00;0.2
1637;346700;A051771;2011JJ00;0.1
1638;346700;A051771;2012JJ00;0.1
1639;346700;A051771;2013JJ00;0.1
1640;346700;A051771;2014JJ00;0.2
1641;346700;A051771;2015JJ00;0.3
1642;346700;A051771;2016JJ00;0.2
1643;346700;A051771;2017JJ00;0.1
1644;346700;A051771;2018JJ00;0.1
1645;346700;A051771;2019JJ00;0.1
1646;346700;A051771;2020JJ00;0.1
1647;346700;A051771;2021JJ00;0.1
1648;346700;A051771;2022JJ00;0.1
1649;346700;A051771;2023JJ00;0.1
1650;346700;A051771;2024JJ00;0.1
1651;346700;A051771;2025JJ00;0.1
1652;346700;A044108;1990JJ00;5.1
1653;346700;A044108;1995JJ00;6.4
1654;346700;A044108;2000JJ00;14.1
1655;346700;A044108;2001JJ00;12.2
1656;346700;A044108;2002JJ00;14.2
1657;346700;A044108;2003JJ00;14.5
1658;346700;A044108;2004JJ00;7.6
1659;346700;A044108;2005JJ00;7.3
1660;346700;A044108;2006JJ00;5.3
1661;346700;A044108;2007JJ00;4.1
1662;346700;A044108;2008JJ00;4.4
1663;346700;A044108;2009JJ00;3.6
1664;346700;A044108;2010JJ00;3.7
1665;346700;A044108;2011JJ00;3.7
1666;346700;A044108;2012JJ00;5.0
1667;346700;A044108;2013JJ00;5.1
1668;346700;A044108;2014JJ00;3.8
1669;346700;A044108;2015JJ00;3.7
1670;346700;A044108;2016JJ00;3.5
1671;346700;A044108;2017JJ00;3.2
1672;346700;A044108;2018JJ00;3.7
1673;346700;A044108;2019JJ00;2.9
1674;346700;A044108;2020JJ00;2.7
1675;346700;A044108;2021JJ00;3.8
1676;346700;A044108;2022JJ00;3.7
1677;346700;A044108;2023JJ00;3.0
1678;346700;A044108;2024JJ00;2.7
1679;346700;A044108;2025JJ00;2.7
1680;800045;A044109;1990JJ00;40600.0
1681;800045;A044109;1995JJ00;35700.0
1682;800045;A044109;2000JJ00;33800.0
1683;800045;A044109;2001JJ00;33200.0
1684;800045;A044109;2002JJ00;33600.0
1685;800045;A044109;2003JJ00;34200.0
1686;800045;A044109;2004JJ00;34300.0
1687;800045;A044109;2005JJ00;34000.0
1688;800045;A044109;2006JJ00;34000.0
1689;800045;A044109;2007JJ00;34700.0
1690;800045;A044109;2008JJ00;34600.0
1691;800045;A044109;2009JJ00;31900.0
1692;800045;A044109;2010JJ00;35000.0
1693;800045;A044109;2011JJ00;33900.0
1694;800045;A044109;2012JJ00;33300.0
1695;800045;A044109;2013JJ00;32800.0
1696;800045;A044109;2014JJ00;32000.0
1697;800045;A044109;2015JJ00;32000.0
1698;800045;A044109;2016JJ00;33700.0
1699;800045;A044109;2017JJ00;35500.0
1700;800045;A044109;2018JJ00;35300.0
1701;800045;A044109;2019JJ00;34000.0
1702;800045;A044109;2020JJ00;34500.0
1703;800045;A044109;2021JJ00;34700.0
1704;800045;A044109;2022JJ00;31400.0
1705;800045;A044109;2023JJ00;28900.0
1706;800045;A044109;2024JJ00;30300.0
1707;800045;A044109;2025JJ00;28500.0
1792;800045;A044112;1990JJ00;79.0
1793;800045;A044112;1995JJ00;57.0
1794;800045;A044112;2000JJ00;35.4
1795;800045;A044112;2001JJ00;36.4
1796;800045;A044112;2002JJ00;35.5
1797;800045;A044112;2003JJ00;35.0
1798;800045;A044112;2004JJ00;36.1
1799;800045;A044112;2005JJ00;35.4
1800;800045;A044112;2006JJ00;33.6
1801;800045;A044112;2007JJ00;32.7
1802;800045;A044112;2008JJ00;32.4
1803;800045;A044112;2009JJ00;28.0
1804;800045;A044112;2010JJ00;30.3
1805;800045;A044112;2011JJ00;29.7
1806;800045;A044112;2012JJ00;28.4
1807;800045;A044112;2013JJ00;25.7
1808;800045;A044112;2014JJ00;24.8
1809;800045;A044112;2015JJ00;24.5
1810;800045;A044112;2016JJ00;24.8
1811;800045;A044112;2017JJ00;24.0
1812;800045;A044112;2018JJ00;23.6
1813;800045;A044112;2019JJ00;23.2
1814;800045;A044112;2020JJ00;21.8
1815;800045;A044112;2021JJ00;21.7
1816;800045;A044112;2022JJ00;19.9
1817;800045;A044112;2023JJ00;17.9
1818;800045;A044112;2024JJ00;18.3
1819;800045;A044112;2025JJ00;17.0
1820;800045;A044114;1990JJ00;51.4
1821;800045;A044114;1995JJ00;29.6
1822;800045;A044114;2000JJ00;14.0
1823;800045;A044114;2001JJ00;15.6
1824;800045;A044114;2002JJ00;15.4
1825;800045;A044114;2003JJ00;12.0
1826;800045;A044114;2004JJ00;15.3
1827;800045;A044114;2005JJ00;14.9
1828;800045;A044114;2006JJ00;15.3
1829;800045;A044114;2007JJ00;15.8
1830;800045;A044114;2008JJ00;14.7
1831;800045;A044114;2009JJ00;10.2
1832;800045;A044114;2010JJ00;12.4
1833;800045;A044114;2011JJ00;12.9
1834;800045;A044114;2012JJ00;10.5
1835;800045;A044114;2013JJ00;8.9
1836;800045;A044114;2014JJ00;9.6
1837;800045;A044114;2015JJ00;9.4
1838;800045;A044114;2016JJ00;9.0
1839;800045;A044114;2017JJ00;9.4
1840;800045;A044114;2018JJ00;9.6
1841;800045;A044114;2019JJ00;9.7
1842;800045;A044114;2020JJ00;9.3
1843;800045;A044114;2021JJ00;8.8
1844;800045;A044114;2022JJ00;7.3
1845;800045;A044114;2023JJ00;6.4
1846;800045;A044114;2024JJ00;6.2
1847;800045;A044114;2025JJ00;6.3
1876;800045;A044113;1990JJ00;27.8
1877;800045;A044113;1995JJ00;17.7
1878;800045;A044113;2000JJ00;10.7
1879;800045;A044113;2001JJ00;10.1
1880;800045;A044113;2002JJ00;10.6
1881;800045;A044113;2003JJ00;9.3
1882;800045;A044113;2004JJ00;9.3
1883;800045;A044113;2005JJ00;8.8
1884;800045;A044113;2006JJ00;8.7
1885;800045;A044113;2007JJ00;8.7
1886;800045;A044113;2008JJ00;8.2
1887;800045;A044113;2009JJ00;8.1
1888;800045;A044113;2010JJ00;8.2
1889;800045;A044113;2011JJ00;8.0
1890;800045;A044113;2012JJ00;7.6
1891;800045;A044113;2013JJ00;7.5
1892;800045;A044113;2014JJ00;7.5
1893;800045;A044113;2015JJ00;7.6
1894;800045;A044113;2016JJ00;7.8
1895;800045;A044113;2017JJ00;8.0
1896;800045;A044113;2018JJ00;8.0
1897;800045;A044113;2019JJ00;7.9
1898;800045;A044113;2020JJ00;7.6
1899;800045;A044113;2021JJ00;7.9
1900;800045;A044113;2022JJ00;7.7
1901;800045;A044113;2023JJ00;7.2
1902;800045;A044113;2024JJ00;7.3
1903;800045;A044113;2025JJ00;7.1
1904;800045;A051771;1990JJ00;15.1
1905;800045;A051771;1995JJ00;10.1
1906;800045;A051771;2000JJ00;5.8
1907;800045;A051771;2001JJ00;5.3
1908;800045;A051771;2002JJ00;5.3
1909;800045;A051771;2003JJ00;4.9
1910;800045;A051771;2004JJ00;5.1
1911;800045;A051771;2005JJ00;4.7
1912;800045;A051771;2006JJ00;4.7
1913;800045;A051771;2007JJ00;4.7
1914;800045;A051771;2008JJ00;4.3
1915;800045;A051771;2009JJ00;4.4
1916;800045;A051771;2010JJ00;4.4
1917;800045;A051771;2011JJ00;4.6
1918;800045;A051771;2012JJ00;3.9
1919;800045;A051771;2013JJ00;3.9
1920;800045;A051771;2014JJ00;3.9
1921;800045;A051771;2015JJ00;3.9
1922;800045;A051771;2016JJ00;4.1
1923;800045;A051771;2017JJ00;4.3
1924;800045;A051771;2018JJ00;4.2
1925;800045;A051771;2019JJ00;4.2
1926;800045;A051771;2020JJ00;3.9
1927;800045;A051771;2021JJ00;4.0
1928;800045;A051771;2022JJ00;4.0
1929;800045;A051771;2023JJ00;3.6
1930;800045;A051771;2024JJ00;3.6
1931;800045;A051771;2025JJ00;3.5
1932;800045;A044108;1990JJ00;267.4
1933;800045;A044108;1995JJ00;213.2
1934;800045;A044108;2000JJ00;159.5
1935;800045;A044108;2001JJ00;158.1
1936;800045;A044108;2002JJ00;143.9
1937;800045;A044108;2003JJ00;138.0
1938;800045;A044108;2004JJ00;164.9
1939;800045;A044108;2005JJ00;151.5
1940;800045;A044108;2006JJ00;158.5
1941;800045;A044108;2007JJ00;151.0
1942;800045;A044108;2008JJ00;152.2
1943;800045;A044108;2009JJ00;101.2
1944;800045;A044108;2010JJ00;122.9
1945;800045;A044108;2011JJ00;109.9
1946;800045;A044108;2012JJ00;104.1
1947;800045;A044108;2013JJ00;91.1
1948;800045;A044108;2014JJ00;90.9
1949;800045;A044108;2015JJ00;96.6
1950;800045;A044108;2016JJ00;93.0
1951;800045;A044108;2017JJ00;88.9
1952;800045;A044108;2018JJ00;91.3
1953;800045;A044108;2019JJ00;94.2
1954;800045;A044108;2020JJ00;83.3
1955;800045;A044108;2021JJ00;79.2
1956;800045;A044108;2022JJ00;81.0
1957;800045;A044108;2023JJ00;68.3
1958;800045;A044108;2024JJ00;79.2
1959;800045;A044108;2025JJ00;78.8
1960;307610;A044109;1990JJ00;4300.0
1961;307610;A044109;1995JJ00;4300.0
1962;307610;A044109;2000JJ00;4500.0
1963;307610;A044109;2001JJ00;4300.0
1964;307610;A044109;2002JJ00;4500.0
1965;307610;A044109;2003JJ00;4300.0
1966;307610;A044109;2004JJ00;4200.0
1967;307610;A044109;2005JJ00;4100.0
1968;307610;A044109;2006JJ00;3900.0
1969;307610;A044109;2007JJ00;4000.0
1970;307610;A044109;2008JJ00;3800.0
1971;307610;A044109;2009JJ00;3400.0
1972;307610;A044109;2010JJ00;3600.0
1973;307610;A044109;2011JJ00;3800.0
1974;307610;A044109;2012JJ00;3600.0
1975;307610;A044109;2013JJ00;3500.0
1976;307610;A044109;2014JJ00;3700.0
1977;307610;A044109;2015JJ00;3600.0
1978;307610;A044109;2016JJ00;3700.0
1979;307610;A044109;2017JJ00;3800.0
1980;307610;A044109;2018JJ00;3800.0
1981;307610;A044109;2019JJ00;3900.0
1982;307610;A044109;2020JJ00;3800.0
1983;307610;A044109;2021JJ00;3900.0
1984;307610;A044109;2022JJ00;3700.0
1985;307610;A044109;2023JJ00;3600.0
1986;307610;A044109;2024JJ00;3500.0
1987;307610;A044109;2025JJ00;3300.0
2072;307610;A044112;1990JJ00;7.7
2073;307610;A044112;1995JJ00;5.6
2074;307610;A044112;2000JJ00;3.7
2075;307610;A044112;2001JJ00;3.4
2076;307610;A044112;2002JJ00;3.4
2077;307610;A044112;2003JJ00;2.6
2078;307610;A044112;2004JJ00;3.2
2079;307610;A044112;2005JJ00;3.5
2080;307610;A044112;2006JJ00;3.4
2081;307610;A044112;2007JJ00;3.4
2082;307610;A044112;2008JJ00;3.3
2083;307610;A044112;2009JJ00;2.9
2084;307610;A044112;2010JJ00;2.9
2085;307610;A044112;2011JJ00;2.7
2086;307610;A044112;2012JJ00;2.6
2087;307610;A044112;2013JJ00;2.5
2088;307610;A044112;2014JJ00;2.7
2089;307610;A044112;2015JJ00;2.2
2090;307610;A044112;2016JJ00;2.2
2091;307610;A044112;2017JJ00;2.1
2092;307610;A044112;2018JJ00;2.0
2093;307610;A044112;2019JJ00;2.1
2094;307610;A044112;2020JJ00;1.8
2095;307610;A044112;2021JJ00;1.8
2096;307610;A044112;2022JJ00;1.7
2097;307610;A044112;2023JJ00;1.6
2098;307610;A044112;2024JJ00;1.4
2099;307610;A044112;2025JJ00;1.3
2100;307610;A044114;1990JJ00;1.7
2101;307610;A044114;1995JJ00;0.6
2102;307610;A044114;2000JJ00;0.5
2103;307610;A044114;2001JJ00;1.1
2104;307610;A044114;2002JJ00;0.8
2105;307610;A044114;2003JJ00;0.4
2106;307610;A044114;2004JJ00;0.5
2107;307610;A044114;2005JJ00;0.4
2108;307610;A044114;2006JJ00;0.8
2109;307610;A044114;2007JJ00;1.0
2110;307610;A044114;2008JJ00;0.8
2111;307610;A044114;2009JJ00;0.7
2112;307610;A044114;2010JJ00;0.7
2113;307610;A044114;2011JJ00;0.5
2114;307610;A044114;2012JJ00;0.6
2115;307610;A044114;2013JJ00;0.5
2116;307610;A044114;2014JJ00;0.6
2117;307610;A044114;2015JJ00;0.6
2118;307610;A044114;2016JJ00;0.6
2119;307610;A044114;2017JJ00;0.7
2120;307610;A044114;2018JJ00;0.6
2121;307610;A044114;2019JJ00;0.6
2122;307610;A044114;2020JJ00;0.6
2123;307610;A044114;2021JJ00;0.5
2124;307610;A044114;2022JJ00;0.4
2125;307610;A044114;2023JJ00;0.3
2126;307610;A044114;2024JJ00;0.3
2127;307610;A044114;2025JJ00;0.3
2156;307610;A044113;1990JJ00;4.7
2157;307610;A044113;1995JJ00;2.5
2158;307610;A044113;2000JJ00;1.9
2159;307610;A044113;2001JJ00;1.6
2160;307610;A044113;2002JJ00;1.6
2161;307610;A044113;2003JJ00;1.6
2162;307610;A044113;2004JJ00;1.6
2163;307610;A044113;2005JJ00;1.5
2164;307610;A044113;2006JJ00;1.4
2165;307610;A044113;2007JJ00;1.5
2166;307610;A044113;2008JJ00;1.4
2167;307610;A044113;2009JJ00;1.3
2168;307610;A044113;2010JJ00;1.3
2169;307610;A044113;2011JJ00;1.3
2170;307610;A044113;2012JJ00;1.3
2171;307610;A044113;2013JJ00;1.3
2172;307610;A044113;2014JJ00;1.5
2173;307610;A044113;2015JJ00;1.5
2174;307610;A044113;2016JJ00;1.5
2175;307610;A044113;2017JJ00;1.6
2176;307610;A044113;2018JJ00;1.6
2177;307610;A044113;2019JJ00;1.5
2178;307610;A044113;2020JJ00;1.6
2179;307610;A044113;2021JJ00;1.6
2180;307610;A044113;2022JJ00;1.5
2181;307610;A044113;2023JJ00;1.4
2182;307610;A044113;2024JJ00;1.4
2183;307610;A044113;2025JJ00;1.4
2184;307610;A051771;1990JJ00;1.2
2185;307610;A051771;1995JJ00;0.6
2186;307610;A051771;2000JJ00;0.5
2187;307610;A051771;2001JJ00;0.4
2188;307610;A051771;2002JJ00;0.4
2189;307610;A051771;2003JJ00;0.3
2190;307610;A051771;2004JJ00;0.4
2191;307610;A051771;2005JJ00;0.4
2192;307610;A051771;2006JJ00;0.4
2193;307610;A051771;2007JJ00;0.4
2194;307610;A051771;2008JJ00;0.4
2195;307610;A051771;2009JJ00;0.3
2196;307610;A051771;2010JJ00;0.3
2197;307610;A051771;2011JJ00;0.3
2198;307610;A051771;2012JJ00;0.3
2199;307610;A051771;2013JJ00;0.3
2200;307610;A051771;2014JJ00;0.3
2201;307610;A051771;2015JJ00;0.4
2202;307610;A051771;2016JJ00;0.4
2203;307610;A051771;2017JJ00;0.4
2204;307610;A051771;2018JJ00;0.4
2205;307610;A051771;2019JJ00;0.3
2206;307610;A051771;2020JJ00;0.3
2207;307610;A051771;2021JJ00;0.3
2208;307610;A051771;2022JJ00;0.3
2209;307610;A051771;2023JJ00;0.3
2210;307610;A051771;2024JJ00;0.3
2211;307610;A051771;2025JJ00;0.3
2212;307610;A044108;1990JJ00;6.0
2213;307610;A044108;1995JJ00;7.1
2214;307610;A044108;2000JJ00;4.4
2215;307610;A044108;2001JJ00;4.1
2216;307610;A044108;2002JJ00;4.6
