ID;Emissiebronnen;EmissiesNaarLucht;Perioden;EmissiesNaarLucht_1
3328;318600;A051771;2022JJ00;0.0
3329;318600;A051771;2023JJ00;0.0
3330;318600;A051771;2024JJ00;0.0
3331;318600;A051771;2025JJ00;0.0
3332;318600;A044108;1990JJ00;0.0
3333;318600;A044108;1995JJ00;0.1
3334;318600;A044108;2000JJ00;0.1
3335;318600;A044108;2001JJ00;0.1
3336;318600;A044108;2002JJ00;0.2
3337;318600;A044108;2003JJ00;0.1
3338;318600;A044108;2004JJ00;0.1
3339;318600;A044108;2005JJ00;0.1
3340;318600;A044108;2006JJ00;0.1
3341;318600;A044108;2007JJ00;0.1
3342;318600;A044108;2008JJ00;0.1
3343;318600;A044108;2009JJ00;0.1
3344;318600;A044108;2010JJ00;0.1
3345;318600;A044108;2011JJ00;0.1
3346;318600;A044108;2012JJ00;0.1
3347;318600;A044108;2013JJ00;0.0
3348;318600;A044108;2014JJ00;0.0
3349;318600;A044108;2015JJ00;0.0
3350;318600;A044108;2016JJ00;0.0
3351;318600;A044108;2017JJ00;0.0
3352;318600;A044108;2018JJ00;0.0
3353;318600;A044108;2019JJ00;0.0
3354;318600;A044108;2020JJ00;0.0
3355;318600;A044108;2021JJ00;0.0
3356;318600;A044108;2022JJ00;0.0
3357;318600;A044108;2023JJ00;0.0
3358;318600;A044108;2024JJ00;0.0
3359;318600;A044108;2025JJ00;0.0
3360;320800;A044109;1990JJ00;21000.0
3361;320800;A044109;1995JJ00;15700.0
3362;320800;A044109;2000JJ00;14900.0
3363;320800;A044109;2001JJ00;14400.0
3364;320800;A044109;2002JJ00;14900.0
3365;320800;A044109;2003JJ00;15500.0
3366;320800;A044109;2004JJ00;15500.0
3367;320800;A044109;2005JJ00;15100.0
3368;320800;A044109;2006JJ00;15700.0
3369;320800;A044109;2007JJ00;16200.0
3370;320800;A044109;2008JJ00;16000.0
3371;320800;A044109;2009JJ00;15100.0
3372;320800;A044109;2010JJ00;17100.0
3373;320800;A044109;2011JJ00;16500.0
3374;320800;A044109;2012JJ00;16300.0
3375;320800;A044109;2013JJ00;16300.0
3376;320800;A044109;2014JJ00;15900.0
3377;320800;A044109;2015JJ00;15200.0
3378;320800;A044109;2016JJ00;16800.0
3379;320800;A044109;2017JJ00;17600.0
3380;320800;A044109;2018JJ00;17700.0
3381;320800;A044109;2019JJ00;17000.0
3382;320800;A044109;2020JJ00;18600.0
3383;320800;A044109;2021JJ00;18100.0
3384;320800;A044109;2022JJ00;15700.0
3385;320800;A044109;2023JJ00;15400.0
3386;320800;A044109;2024JJ00;15800.0
3387;320800;A044109;2025JJ00;14500.0
3472;320800;A044112;1990JJ00;36.5
3473;320800;A044112;1995JJ00;25.7
3474;320800;A044112;2000JJ00;13.7
3475;320800;A044112;2001JJ00;12.6
3476;320800;A044112;2002JJ00;12.9
3477;320800;A044112;2003JJ00;14.4
3478;320800;A044112;2004JJ00;14.7
3479;320800;A044112;2005JJ00;13.8
3480;320800;A044112;2006JJ00;13.1
3481;320800;A044112;2007JJ00;12.3
3482;320800;A044112;2008JJ00;12.5
3483;320800;A044112;2009JJ00;11.1
3484;320800;A044112;2010JJ00;11.7
3485;320800;A044112;2011JJ00;11.5
3486;320800;A044112;2012JJ00;10.8
3487;320800;A044112;2013JJ00;9.4
3488;320800;A044112;2014JJ00;8.9
3489;320800;A044112;2015JJ00;8.4
3490;320800;A044112;2016JJ00;8.9
3491;320800;A044112;2017JJ00;8.6
3492;320800;A044112;2018JJ00;8.5
3493;320800;A044112;2019JJ00;8.3
3494;320800;A044112;2020JJ00;8.6
3495;320800;A044112;2021JJ00;8.3
3496;320800;A044112;2022JJ00;7.4
3497;320800;A044112;2023JJ00;7.0
3498;320800;A044112;2024JJ00;7.1
3499;320800;A044112;2025JJ00;5.8
3500;320800;A044114;1990JJ00;19.7
3501;320800;A044114;1995JJ00;10.5
3502;320800;A044114;2000JJ00;2.4
3503;320800;A044114;2001JJ00;3.7
3504;320800;A044114;2002JJ00;3.6
3505;320800;A044114;2003JJ00;3.3
3506;320800;A044114;2004JJ00;4.2
3507;320800;A044114;2005JJ00;3.6
3508;320800;A044114;2006JJ00;4.0
3509;320800;A044114;2007JJ00;3.9
3510;320800;A044114;2008JJ00;3.3
3511;320800;A044114;2009JJ00;2.2
3512;320800;A044114;2010JJ00;2.1
3513;320800;A044114;2011JJ00;2.3
3514;320800;A044114;2012JJ00;2.1
3515;320800;A044114;2013JJ00;1.6
3516;320800;A044114;2014JJ00;1.7
3517;320800;A044114;2015JJ00;1.5
3518;320800;A044114;2016JJ00;1.4
3519;320800;A044114;2017JJ00;1.6
3520;320800;A044114;2018JJ00;1.6
3521;320800;A044114;2019JJ00;1.4
3522;320800;A044114;2020JJ00;1.4
3523;320800;A044114;2021JJ00;1.5
3524;320800;A044114;2022JJ00;1.1
3525;320800;A044114;2023JJ00;1.0
3526;320800;A044114;2024JJ00;0.8
3527;320800;A044114;2025JJ00;0.8
3556;320800;A044113;1990JJ00;4.3
3557;320800;A044113;1995JJ00;3.3
3558;320800;A044113;2000JJ00;1.3
3559;320800;A044113;2001JJ00;1.0
3560;320800;A044113;2002JJ00;1.2
3561;320800;A044113;2003JJ00;0.9
3562;320800;A044113;2004JJ00;1.1
3563;320800;A044113;2005JJ00;0.9
3564;320800;A044113;2006JJ00;0.9
3565;320800;A044113;2007JJ00;0.7
3566;320800;A044113;2008JJ00;0.6
3567;320800;A044113;2009JJ00;1.0
3568;320800;A044113;2010JJ00;1.1
3569;320800;A044113;2011JJ00;1.0
3570;320800;A044113;2012JJ00;1.1
3571;320800;A044113;2013JJ00;1.2
3572;320800;A044113;2014JJ00;1.0
3573;320800;A044113;2015JJ00;0.8
3574;320800;A044113;2016JJ00;1.0
3575;320800;A044113;2017JJ00;1.1
3576;320800;A044113;2018JJ00;0.9
3577;320800;A044113;2019JJ00;0.7
3578;320800;A044113;2020JJ00;0.5
3579;320800;A044113;2021JJ00;0.6
3580;320800;A044113;2022JJ00;0.5
3581;320800;A044113;2023JJ00;0.5
3582;320800;A044113;2024JJ00;0.5
3583;320800;A044113;2025JJ00;0.5
3584;320800;A051771;1990JJ00;2.7
3585;320800;A051771;1995JJ00;2.2
3586;320800;A051771;2000JJ00;0.9
3587;320800;A051771;2001JJ00;0.6
3588;320800;A051771;2002JJ00;0.8
3589;320800;A051771;2003JJ00;0.6
3590;320800;A051771;2004JJ00;0.7
3591;320800;A051771;2005JJ00;0.6
3592;320800;A051771;2006JJ00;0.6
3593;320800;A051771;2007JJ00;0.4
3594;320800;A051771;2008JJ00;0.4
3595;320800;A051771;2009JJ00;0.7
3596;320800;A051771;2010JJ00;0.8
3597;320800;A051771;2011JJ00;0.7
3598;320800;A051771;2012JJ00;0.7
3599;320800;A051771;2013JJ00;0.8
3600;320800;A051771;2014JJ00;0.7
3601;320800;A051771;2015JJ00;0.6
3602;320800;A051771;2016JJ00;0.7
3603;320800;A051771;2017JJ00;0.8
3604;320800;A051771;2018JJ00;0.6
3605;320800;A051771;2019JJ00;0.6
3606;320800;A051771;2020JJ00;0.4
3607;320800;A051771;2021JJ00;0.4
3608;320800;A051771;2022JJ00;0.3
3609;320800;A051771;2023JJ00;0.4
3610;320800;A051771;2024JJ00;0.4
3611;320800;A051771;2025JJ00;0.3
3612;320800;A044108;1990JJ00;23.4
3613;320800;A044108;1995JJ00;34.3
3614;320800;A044108;2000JJ00;25.9
3615;320800;A044108;2001JJ00;26.5
3616;320800;A044108;2002JJ00;23.5
3617;320800;A044108;2003JJ00;20.6
3618;320800;A044108;2004JJ00;23.6
3619;320800;A044108;2005JJ00;18.3
3620;320800;A044108;2006JJ00;19.0
3621;320800;A044108;2007JJ00;18.9
3622;320800;A044108;2008JJ00;15.8
3623;320800;A044108;2009JJ00;11.6
3624;320800;A044108;2010JJ00;11.5
3625;320800;A044108;2011JJ00;13.6
3626;320800;A044108;2012JJ00;14.2
3627;320800;A044108;2013JJ00;10.3
3628;320800;A044108;2014JJ00;8.8
3629;320800;A044108;2015JJ00;10.3
3630;320800;A044108;2016JJ00;10.3
3631;320800;A044108;2017JJ00;13.1
3632;320800;A044108;2018JJ00;10.3
3633;320800;A044108;2019JJ00;13.9
3634;320800;A044108;2020JJ00;10.3
3635;320800;A044108;2021JJ00;11.0
3636;320800;A044108;2022JJ00;9.7
3637;320800;A044108;2023JJ00;9.0
3638;320800;A044108;2024JJ00;9.5
3639;320800;A044108;2025JJ00;9.5
3640;800046;A044109;1990JJ00;500.0
3641;800046;A044109;1995JJ00;800.0
3642;800046;A044109;2000JJ00;800.0
3643;800046;A044109;2001JJ00;800.0
3644;800046;A044109;2002JJ00;700.0
3645;800046;A044109;2003JJ00;600.0
3646;800046;A044109;2004JJ00;600.0
3647;800046;A044109;2005JJ00;600.0
3648;800046;A044109;2006JJ00;600.0
3649;800046;A044109;2007JJ00;600.0
3650;800046;A044109;2008JJ00;500.0
3651;800046;A044109;2009JJ00;400.0
3652;800046;A044109;2010JJ00;500.0
3653;800046;A044109;2011JJ00;400.0
3654;800046;A044109;2012JJ00;700.0
3655;800046;A044109;2013JJ00;600.0
3656;800046;A044109;2014JJ00;600.0
3657;800046;A044109;2015JJ00;500.0
3658;800046;A044109;2016JJ00;500.0
3659;800046;A044109;2017JJ00;400.0
3660;800046;A044109;2018JJ00;500.0
3661;800046;A044109;2019JJ00;400.0
3662;800046;A044109;2020JJ00;400.0
3663;800046;A044109;2021JJ00;400.0
3664;800046;A044109;2022JJ00;400.0
3665;800046;A044109;2023JJ00;400.0
3666;800046;A044109;2024JJ00;400.0
3667;800046;A044109;2025JJ00;400.0
3752;800046;A044112;1990JJ00;2.3
3753;800046;A044112;1995JJ00;2.2
3754;800046;A044112;2000JJ00;1.7
3755;800046;A044112;2001JJ00;1.3
3756;800046;A044112;2002JJ00;1.1
3757;800046;A044112;2003JJ00;0.8
3758;800046;A044112;2004JJ00;0.6
3759;800046;A044112;2005JJ00;0.8
3760;800046;A044112;2006JJ00;0.8
3761;800046;A044112;2007JJ00;0.7
3762;800046;A044112;2008JJ00;0.6
3763;800046;A044112;2009JJ00;0.4
3764;800046;A044112;2010JJ00;0.6
3765;800046;A044112;2011JJ00;0.4
3766;800046;A044112;2012JJ00;0.6
3767;800046;A044112;2013JJ00;0.5
3768;800046;A044112;2014JJ00;0.6
3769;800046;A044112;2015JJ00;0.6
3770;800046;A044112;2016JJ00;0.5
3771;800046;A044112;2017JJ00;0.4
3772;800046;A044112;2018JJ00;0.5
3773;800046;A044112;2019JJ00;0.4
3774;800046;A044112;2020JJ00;0.5
3775;800046;A044112;2021JJ00;0.4
3776;800046;A044112;2022JJ00;0.5
3777;800046;A044112;2023JJ00;0.4
3778;800046;A044112;2024JJ00;0.3
3779;800046;A044112;2025JJ00;0.3
3780;800046;A044114;1990JJ00;0.3
3781;800046;A044114;1995JJ00;0.8
3782;800046;A044114;2000JJ00;0.6
3783;800046;A044114;2001JJ00;0.6
3784;800046;A044114;2002JJ00;0.5
3785;800046;A044114;2003JJ00;0.3
3786;800046;A044114;2004JJ00;0.0
3787;800046;A044114;2005JJ00;0.3
3788;800046;A044114;2006JJ00;0.0
3789;800046;A044114;2007JJ00;0.0
3790;800046;A044114;2008JJ00;0.0
3791;800046;A044114;2009JJ00;0.0
3792;800046;A044114;2010JJ00;0.0
3793;800046;A044114;2011JJ00;0.0
3794;800046;A044114;2012JJ00;0.0
3795;800046;A044114;2013JJ00;0.0
3796;800046;A044114;2014JJ00;0.1
3797;800046;A044114;2015JJ00;0.1
3798;800046;A044114;2016JJ00;0.1
3799;800046;A044114;2017JJ00;0.1
3800;800046;A044114;2018JJ00;0.1
3801;800046;A044114;2019JJ00;0.1
3802;800046;A044114;2020JJ00;0.0
3803;800046;A044114;2021JJ00;0.1
3804;800046;A044114;2022JJ00;0.1
3805;800046;A044114;2023JJ00;0.1
3806;800046;A044114;2024JJ00;0.0
3807;800046;A044114;2025JJ00;0.0
3836;800046;A044113;1990JJ00;0.2
3837;800046;A044113;1995JJ00;0.3
3838;800046;A044113;2000JJ00;0.3
3839;800046;A044113;2001JJ00;0.2
3840;800046;A044113;2002JJ00;0.3
3841;800046;A044113;2003JJ00;0.4
3842;800046;A044113;2004JJ00;0.3
3843;800046;A044113;2005JJ00;0.4
3844;800046;A044113;2006JJ00;0.3
3845;800046;A044113;2007JJ00;0.4
3846;800046;A044113;2008JJ00;0.3
3847;800046;A044113;2009JJ00;0.3
3848;800046;A044113;2010JJ00;0.3
3849;800046;A044113;2011JJ00;0.3
3850;800046;A044113;2012JJ00;0.3
3851;800046;A044113;2013JJ00;0.3
3852;800046;A044113;2014JJ00;0.3
3853;800046;A044113;2015JJ00;0.3
3854;800046;A044113;2016JJ00;0.4
3855;800046;A044113;2017JJ00;0.4
3856;800046;A044113;2018JJ00;0.4
3857;800046;A044113;2019JJ00;0.3
3858;800046;A044113;2020JJ00;0.3
3859;800046;A044113;2021JJ00;0.4
3860;800046;A044113;2022JJ00;0.3
3861;800046;A044113;2023JJ00;0.3
3862;800046;A044113;2024JJ00;0.3
3863;800046;A044113;2025JJ00;0.3
3864;800046;A051771;1990JJ00;0.1
3865;800046;A051771;1995JJ00;0.2
3866;800046;A051771;2000JJ00;0.1
3867;800046;A051771;2001JJ00;0.1
3868;800046;A051771;2002JJ00;0.2
3869;800046;A051771;2003JJ00;0.2
3870;800046;A051771;2004JJ00;0.2
3871;800046;A051771;2005JJ00;0.2
3872;800046;A051771;2006JJ00;0.2
3873;800046;A051771;2007JJ00;0.2
3874;800046;A051771;2008JJ00;0.2
3875;800046;A051771;2009JJ00;0.2
3876;800046;A051771;2010JJ00;0.2
3877;800046;A051771;2011JJ00;0.2
3878;800046;A051771;2012JJ00;0.2
3879;800046;A051771;2013JJ00;0.2
3880;800046;A051771;2014JJ00;0.2
3881;800046;A051771;2015JJ00;0.2
3882;800046;A051771;2016JJ00;0.2
3883;800046;A051771;2017JJ00;0.2
3884;800046;A051771;2018JJ00;0.2
3885;800046;A051771;2019JJ00;0.2
3886;800046;A051771;2020JJ00;0.2
3887;800046;A051771;2021JJ00;0.2
3888;800046;A051771;2022JJ00;0.2
3889;800046;A051771;2023JJ00;0.2
3890;800046;A051771;2024JJ00;0.2
3891;800046;A051771;2025JJ00;0.2
3892;800046;A044108;1990JJ00;0.6
3893;800046;A044108;1995JJ00;0.6
3894;800046;A044108;2000JJ00;0.8
3895;800046;A044108;2001JJ00;1.0
3896;800046;A044108;2002JJ00;1.1
3897;800046;A044108;2003JJ00;1.0
3898;800046;A044108;2004JJ00;0.7
3899;800046;A044108;2005JJ00;1.5
3900;800046;A044108;2006JJ00;0.5
3901;800046;A044108;2007JJ00;0.5
3902;800046;A044108;2008JJ00;0.4
3903;800046;A044108;2009JJ00;0.5
3904;800046;A044108;2010JJ00;0.4
3905;800046;A044108;2011JJ00;0.4
3906;800046;A044108;2012JJ00;1.9
3907;800046;A044108;2013JJ00;2.3
3908;800046;A044108;2014JJ00;2.4
3909;800046;A044108;2015JJ00;2.4
3910;800046;A044108;2016JJ00;2.1
3911;800046;A044108;2017JJ00;1.1
3912;800046;A044108;2018JJ00;0.9
3913;800046;A044108;2019JJ00;0.9
3914;800046;A044108;2020JJ00;0.4
3915;800046;A044108;2021JJ00;0.5
3916;800046;A044108;2022JJ00;0.5
3917;800046;A044108;2023JJ00;0.5
3918;800046;A044108;2024JJ00;0.4
3919;800046;A044108;2025JJ00;0.4
3920;324600;A044109;1990JJ00;3000.0
3921;324600;A044109;1995JJ00;2600.0
3922;324600;A044109;2000JJ00;2600.0
3923;324600;A044109;2001JJ00;2600.0
3924;324600;A044109;2002JJ00;2300.0
3925;324600;A044109;2003JJ00;2200.0
3926;324600;A044109;2004JJ00;2300.0
3927;324600;A044109;2005JJ00;2200.0
3928;324600;A044109;2006JJ00;2200.0
3929;324600;A044109;2007JJ00;2300.0
3930;324600;A044109;2008JJ00;2200.0
3931;324600;A044109;2009JJ00;2100.0
3932;324600;A044109;2010JJ00;2000.0
3933;324600;A044109;2011JJ00;1900.0
3934;324600;A044109;2012JJ00;1700.0
3935;324600;A044109;2013JJ00;1500.0
3936;324600;A044109;2014JJ00;1600.0
3937;324600;A044109;2015JJ00;1800.0
3938;324600;A044109;2016JJ00;1800.0
3939;324600;A044109;2017JJ00;1900.0
3940;324600;A044109;2018JJ00;1800.0
3941;324600;A044109;2019JJ00;1500.0
3942;324600;A044109;2020JJ00;1400.0
3943;324600;A044109;2021JJ00;1400.0
3944;324600;A044109;2022JJ00;1400.0
3945;324600;A044109;2023JJ00;1200.0
3946;324600;A044109;2024JJ00;1100.0
3947;324600;A044109;2025JJ00;1100.0
4032;324600;A044112;1990JJ00;16.1
4033;324600;A044112;1995JJ00;7.9
4034;324600;A044112;2000JJ00;5.0
4035;324600;A044112;2001JJ00;6.8
4036;324600;A044112;2002JJ00;6.2
4037;324600;A044112;2003JJ00;5.6
4038;324600;A044112;2004JJ00;5.5
4039;324600;A044112;2005JJ00;5.7
4040;324600;A044112;2006JJ00;5.2
4041;324600;A044112;2007JJ00;5.6
4042;324600;A044112;2008JJ00;5.8
4043;324600;A044112;2009JJ00;5.7
4044;324600;A044112;2010JJ00;5.2
4045;324600;A044112;2011JJ00;5.2
4046;324600;A044112;2012JJ00;4.4
4047;324600;A044112;2013JJ00;3.9
4048;324600;A044112;2014JJ00;3.9
4049;324600;A044112;2015JJ00;3.9
4050;324600;A044112;2016JJ00;3.9
4051;324600;A044112;2017JJ00;3.7
4052;324600;A044112;2018JJ00;3.6
4053;324600;A044112;2019JJ00;3.1
4054;324600;A044112;2020JJ00;2.9
4055;324600;A044112;2021JJ00;3.1
4056;324600;A044112;2022JJ00;2.9
4057;324600;A044112;2023JJ00;2.8
4058;324600;A044112;2024JJ00;2.4
4059;324600;A044112;2025JJ00;2.3
4060;324600;A044114;1990JJ00;10.0
4061;324600;A044114;1995JJ00;4.8
4062;324600;A044114;2000JJ00;2.6
4063;324600;A044114;2001JJ00;3.2
4064;324600;A044114;2002JJ00;3.3
4065;324600;A044114;2003JJ00;1.2
4066;324600;A044114;2004JJ00;2.6
4067;324600;A044114;2005JJ00;2.4
4068;324600;A044114;2006JJ00;3.1
4069;324600;A044114;2007JJ00;3.0
4070;324600;A044114;2008JJ00;2.9
4071;324600;A044114;2009JJ00;2.8
4072;324600;A044114;2010JJ00;3.0
4073;324600;A044114;2011JJ00;3.0
4074;324600;A044114;2012JJ00;2.8
4075;324600;A044114;2013JJ00;2.5
4076;324600;A044114;2014JJ00;2.6
4077;324600;A044114;2015JJ00;2.6
4078;324600;A044114;2016JJ00;2.5
4079;324600;A044114;2017JJ00;2.3
4080;324600;A044114;2018JJ00;2.4
4081;324600;A044114;2019JJ00;2.4
4082;324600;A044114;2020JJ00;2.4
4083;324600;A044114;2021JJ00;2.6
4084;324600;A044114;2022JJ00;2.5
4085;324600;A044114;2023JJ00;2.0
4086;324600;A044114;2024JJ00;1.9
4087;324600;A044114;2025JJ00;1.9
4116;324600;A044113;1990JJ00;3.1
4117;324600;A044113;1995JJ00;2.4
4118;324600;A044113;2000JJ00;1.2
4119;324600;A044113;2001JJ00;1.6
4120;324600;A044113;2002JJ00;2.1
4121;324600;A044113;2003JJ00;1.1
4122;324600;A044113;2004JJ00;1.3
4123;324600;A044113;2005JJ00;1.2
4124;324600;A044113;2006JJ00;1.3
4125;324600;A044113;2007JJ00;1.3
4126;324600;A044113;2008JJ00;1.2
4127;324600;A044113;2009JJ00;1.2
4128;324600;A044113;2010JJ00;1.2
4129;324600;A044113;2011JJ00;1.3
4130;324600;A044113;2012JJ00;1.2
4131;324600;A044113;2013JJ00;1.1
4132;324600;A044113;2014JJ00;1.1
4133;324600;A044113;2015JJ00;1.2
4134;324600;A044113;2016JJ00;1.2
4135;324600;A044113;2017JJ00;1.3
4136;324600;A044113;2018JJ00;1.4
4137;324600;A044113;2019JJ00;1.4
4138;324600;A044113;2020JJ00;1.5
4139;324600;A044113;2021JJ00;1.6
4140;324600;A044113;2022JJ00;1.7
4141;324600;A044113;2023JJ00;1.4
4142;324600;A044113;2024JJ00;1.3
4143;324600;A044113;2025JJ00;1.2
4144;324600;A051771;1990JJ00;2.2
4145;324600;A051771;1995JJ00;1.8
4146;324600;A051771;2000JJ00;1.1
4147;324600;A051771;2001JJ00;1.2
4148;324600;A051771;2002JJ00;1.2
4149;324600;A051771;2003JJ00;1.0
4150;324600;A051771;2004JJ00;1.1
4151;324600;A051771;2005JJ00;1.1
4152;324600;A051771;2006JJ00;1.1
4153;324600;A051771;2007JJ00;1.1
4154;324600;A051771;2008JJ00;1.1
4155;324600;A051771;2009JJ00;1.1
4156;324600;A051771;2010JJ00;1.1
4157;324600;A051771;2011JJ00;1.1
4158;324600;A051771;2012JJ00;1.0
4159;324600;A051771;2013JJ00;1.0
4160;324600;A051771;2014JJ00;1.0
4161;324600;A051771;2015JJ00;1.1
4162;324600;A051771;2016JJ00;1.1
4163;324600;A051771;2017JJ00;1.1
4164;324600;A051771;2018JJ00;1.2
4165;324600;A051771;2019JJ00;1.3
4166;324600;A051771;2020JJ00;1.3
4167;324600;A051771;2021JJ00;1.4
4168;324600;A051771;2022JJ00;1.5
4169;324600;A051771;2023JJ00;1.2
4170;324600;A051771;2024JJ00;1.1
4171;324600;A051771;2025JJ00;1.1
4172;324600;A044108;1990JJ00;5.6
4173;324600;A044108;1995JJ00;18.6
4174;324600;A044108;2000JJ00;18.9
4175;324600;A044108;2001JJ00;18.7
4176;324600;A044108;2002JJ00;15.2
4177;324600;A044108;2003JJ00;2.8
4178;324600;A044108;2004JJ00;2.5
4179;324600;A044108;2005JJ00;2.4
4180;324600;A044108;2006JJ00;2.4
4181;324600;A044108;2007JJ00;2.3
4182;324600;A044108;2008JJ00;2.5
4183;324600;A044108;2009JJ00;5.1
4184;324600;A044108;2010JJ00;5.0
4185;324600;A044108;2011JJ00;4.8
4186;324600;A044108;2012JJ00;4.2
4187;324600;A044108;2013JJ00;4.0
4188;324600;A044108;2014JJ00;4.3
4189;324600;A044108;2015JJ00;5.0
4190;324600;A044108;2016JJ00;4.8
4191;324600;A044108;2017JJ00;4.9
4192;324600;A044108;2018JJ00;5.4
4193;324600;A044108;2019JJ00;4.7
4194;324600;A044108;2020JJ00;5.4
4195;324600;A044108;2021JJ00;5.2
4196;324600;A044108;2022JJ00;5.1
4197;324600;A044108;2023JJ00;4.6
4198;324600;A044108;2024JJ00;4.1
4199;324600;A044108;2025JJ00;4.0
4200;328100;A044109;1990JJ00;7500.0
4201;328100;A044109;1995JJ00;7800.0
4202;328100;A044109;2000JJ00;6400.0
4203;328100;A044109;2001JJ00;6500.0
4204;328100;A044109;2002JJ00;6700.0
4205;328100;A044109;2003JJ00;7100.0
4206;328100;A044109;2004JJ00;7200.0
4207;328100;A044109;2005JJ00;7200.0
4208;328100;A044109;2006JJ00;7100.0
4209;328100;A044109;2007JJ00;7300.0
4210;328100;A044109;2008JJ00;7300.0
4211;328100;A044109;2009JJ00;6100.0
4212;328100;A044109;2010JJ00;6900.0
4213;328100;A044109;2011JJ00;7000.0
4214;328100;A044109;2012JJ00;6400.0
4215;328100;A044109;2013JJ00;6600.0
4216;328100;A044109;2014JJ00;6200.0
4217;328100;A044109;2015JJ00;6600.0
4218;328100;A044109;2016JJ00;6600.0
4219;328100;A044109;2017JJ00;7200.0
4220;328100;A044109;2018JJ00;6900.0
4221;328100;A044109;2019JJ00;6700.0
4222;328100;A044109;2020JJ00;6100.0
4223;328100;A044109;2021JJ00;6300.0
4224;328100;A044109;2022JJ00;6000.0
4225;328100;A044109;2023JJ00;4700.0
4226;328100;A044109;2024JJ00;6000.0
4227;328100;A044109;2025JJ00;5800.0
4312;328100;A044112;1990JJ00;7.8
4313;328100;A044112;1995JJ00;9.8
4314;328100;A044112;2000JJ00;6.6
4315;328100;A044112;2001JJ00;7.5
4316;328100;A044112;2002JJ00;7.3
4317;328100;A044112;2003JJ00;7.6
4318;328100;A044112;2004JJ00;7.9
4319;328100;A044112;2005JJ00;7.5
4320;328100;A044112;2006JJ00;7.0
4321;328100;A044112;2007JJ00;7.1
4322;328100;A044112;2008JJ00;6.7
4323;328100;A044112;2009JJ00;4.9
4324;328100;A044112;2010JJ00;6.5
4325;328100;A044112;2011JJ00;6.3
4326;328100;A044112;2012JJ00;6.5
4327;328100;A044112;2013JJ00;6.0
4328;328100;A044112;2014JJ00;5.7
4329;328100;A044112;2015JJ00;6.4
4330;328100;A044112;2016JJ00;6.3
4331;328100;A044112;2017JJ00;6.2
4332;328100;A044112;2018JJ00;6.1
4333;328100;A044112;2019JJ00;6.4
4334;328100;A044112;2020JJ00;5.5
4335;328100;A044112;2021JJ00;5.6
4336;328100;A044112;2022JJ00;5.3
4337;328100;A044112;2023JJ00;4.5
4338;328100;A044112;2024JJ00;5.3
4339;328100;A044112;2025JJ00;5.7
4340;328100;A044114;1990JJ00;14.6
4341;328100;A044114;1995JJ00;11.9
4342;328100;A044114;2000JJ00;6.9
4343;328100;A044114;2001JJ00;6.4
4344;328100;A044114;2002JJ00;6.5
4345;328100;A044114;2003JJ00;6.5
4346;328100;A044114;2004JJ00;7.3
4347;328100;A044114;2005JJ00;7.7
4348;328100;A044114;2006JJ00;6.9
4349;328100;A044114;2007JJ00;7.3
4350;328100;A044114;2008JJ00;7.1
4351;328100;A044114;2009JJ00;4.0
4352;328100;A044114;2010JJ00;6.1
4353;328100;A044114;2011JJ00;6.4
4354;328100;A044114;2012JJ00;4.4
4355;328100;A044114;2013JJ00;3.4
4356;328100;A044114;2014JJ00;3.8
4357;328100;A044114;2015JJ00;3.7
4358;328100;A044114;2016JJ00;3.6
4359;328100;A044114;2017JJ00;3.9
4360;328100;A044114;2018JJ00;3.9
4361;328100;A044114;2019JJ00;4.5
4362;328100;A044114;2020JJ00;4.2
4363;328100;A044114;2021JJ00;3.6
4364;328100;A044114;2022JJ00;3.2
4365;328100;A044114;2023JJ00;3.1
4366;328100;A044114;2024JJ00;3.0
4367;328100;A044114;2025JJ00;3.2
4396;328100;A044113;1990JJ00;10.5
4397;328100;A044113;1995JJ00;6.4
4398;328100;A044113;2000JJ00;2.9
4399;328100;A044113;2001JJ00;2.6
4400;328100;A044113;2002JJ00;2.5
4401;328100;A044113;2003JJ00;2.5
4402;328100;A044113;2004JJ00;2.5
4403;328100;A044113;2005JJ00;2.1
4404;328100;A044113;2006JJ00;2.1
4405;328100;A044113;2007JJ00;2.2
4406;328100;A044113;2008JJ00;2.0
4407;328100;A044113;2009JJ00;1.7
4408;328100;A044113;2010JJ00;1.8
4409;328100;A044113;2011JJ00;1.8
4410;328100;A044113;2012JJ00;1.5
4411;328100;A044113;2013JJ00;1.3
4412;328100;A044113;2014JJ00;1.3
4413;328100;A044113;2015JJ00;1.4
4414;328100;A044113;2016JJ00;1.4
4415;328100;A044113;2017JJ00;1.3
4416;328100;A044113;2018JJ00;1.3
4417;328100;A044113;2019JJ00;1.4
4418;328100;A044113;2020JJ00;1.2
4419;328100;A044113;2021JJ00;1.2
4420;328100;A044113;2022JJ00;1.1
4421;328100;A044113;2023JJ00;0.9
4422;328100;A044113;2024JJ00;0.9
4423;328100;A044113;2025JJ00;0.9
4424;328100;A051771;1990JJ00;7.0
4425;328100;A051771;1995JJ00;4.3
4426;328100;A051771;2000JJ00;2.0
4427;328100;A051771;2001JJ00;1.8
4428;328100;A051771;2002JJ00;1.7
4429;328100;A051771;2003JJ00;1.6
4430;328100;A051771;2004JJ00;1.7
4431;328100;A051771;2005JJ00;1.5
4432;328100;A051771;2006JJ00;1.4
4433;328100;A051771;2007JJ00;1.5
4434;328100;A051771;2008JJ00;1.3
4435;328100;A051771;2009JJ00;1.1
